county_id,place_geoid,pass,failed_checks
tom-green-tx,4830629,true,
houston-tx,4830632,true,
dallas-tx,4830644,true,
denton-tx,4830644,true,
tarrant-tx,4830644,true,
kaufman-tx,4830752,true,
cameron-tx,4830890,true,
hunt-tx,4830920,true,
san-patricio-tx,4831064,true,
bexar-tx,4831100,true,
limestone-tx,4831280,true,
carson-tx,4831292,true,
jefferson-tx,4831328,true,
trinity-tx,4831340,true,
hansford-tx,4831412,true,
starr-tx,4831442,true,
jim-hogg-tx,4831484,true,
henderson-tx,4831592,true,
grayson-tx,4831616,true,
comanche-tx,4831628,true,
king-tx,4831640,true,
starr-tx,4831646,true,
denton-tx,4831715,true,
hale-tx,4831820,true,
lavaca-tx,4831868,true,
mclennan-tx,4831880,true,
harrison-tx,4831904,true,
tarrant-tx,4831928,true,
hamilton-tx,4831952,true,
fisher-tx,4831964,true,
jones-tx,4831964,true,
jefferson-tx,4832012,true,
randall-tx,4832156,true,
swisher-tx,4832156,true,
liberty-tx,4832240,true,
hidalgo-tx,4832246,true,
hidalgo-tx,4832300,true,
bell-tx,4832312,true,
cameron-tx,4832372,true,
gillespie-tx,4832456,true,
wilbarger-tx,4832552,true,
castro-tx,4832576,true,
hartley-tx,4832612,true,
haskell-tx,4832696,true,
denton-tx,4832720,true,
tarrant-tx,4832720,true,
hidalgo-tx,4832792,true,
hunt-tx,4832810,true,
wood-tx,4832816,true,
jones-tx,4832840,true,
hays-tx,4832906,true,
starr-tx,4832910,true,
robertson-tx,4832972,true,
kaufman-tx,4832978,true,
kaufman-tx,4832984,true,
rockwall-tx,4832984,true,
jim-hogg-tx,4833008,true,
collin-tx,4833020,true,
denton-tx,4833020,true,
donley-tx,4833044,true,
harris-tx,4833068,true,
hidalgo-tx,4833092,true,
bexar-tx,4833146,true,
sabine-tx,4833188,true,
waller-tx,4833200,true,
rusk-tx,4833212,true,
clay-tx,4833284,true,
deaf-smith-tx,4833320,true,
scurry-tx,4833356,true,
mclennan-tx,4833428,true,
denton-tx,4833476,true,
erath-tx,4833548,true,
hamilton-tx,4833548,true,
hidalgo-tx,4833560,true,
smith-tx,4833578,true,
lipscomb-tx,4833608,true,
burnet-tx,4833794,true,
dallas-tx,4833824,true,
harris-tx,4833836,true,
denton-tx,4833848,true,
bexar-tx,4833968,true,
brazoria-tx,4834018,true,
hill-tx,4834088,true,
webb-tx,4834105,true,
frio-tx,4834130,true,
starr-tx,4834133,true,
leon-tx,4834136,true,
harris-tx,4834148,true,
galveston-tx,4834220,true,
aransas-tx,4834478,true,
brazoria-tx,4834502,true,
bell-tx,4834508,true,
archer-tx,4834532,true,
wood-tx,4834586,true,
bexar-tx,4834628,true,
el-paso-tx,4834671,true,
el-paso-tx,4834673,true,
medina-tx,4834676,true,
fannin-tx,4834700,true,
bowie-tx,4834736,true,
el-paso-tx,4834832,true,
travis-tx,4834856,true,
burnet-tx,4834862,true,
llano-tx,4834862,true,
parker-tx,4834865,true,
fort-bend-tx,4835000,true,
harris-tx,4835000,true,
montgomery-tx,4835000,true,
waller-tx,4835000,true,
donley-tx,4835072,true,
grayson-tx,4835084,true,
hill-tx,4835180,true,
erath-tx,4835204,true,
angelina-tx,4835228,true,
travis-tx,4835253,true,
parker-tx,4835254,true,
cass-tx,4835300,true,
morris-tx,4835300,true,
liberty-tx,4835324,true,
harris-tx,4835348,true,
wharton-tx,4835420,true,
harris-tx,4835480,true,
angelina-tx,4835492,true,
walker-tx,4835528,true,
tarrant-tx,4835576,true,
dallas-tx,4835612,true,
williamson-tx,4835624,true,
shelby-tx,4835636,true,
wharton-tx,4835684,true,
