"county_id","place_geoid","community","local_pass","certification_status","live_provider_status"
"hale-tx","4822708","Edmonson","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"jackson-tx","4822720","Edna","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"van-zandt-tx","4822744","Edom","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"san-patricio-tx","4822768","Edroy","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"maverick-tx","4822810","Eidson Road","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"throckmorton-tx","4822840","Elbert","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"starr-tx","4822853","El Brazil","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"cameron-tx","4822858","El Camino Angosto","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"wharton-tx","4822864","El Campo","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"starr-tx","4822892","El Castillo","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"starr-tx","4822898","El Cenizo","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"webb-tx","4822905","El Cenizo","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"starr-tx","4822920","El Chaparral","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"schleicher-tx","4822960","Eldorado","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"wichita-tx","4822984","Electra","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"bastrop-tx","4823044","Elgin","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"travis-tx","4823044","Elgin","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"starr-tx","4823062","Elias-Fela Solis","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"maverick-tx","4823080","El Indio","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"anderson-tx","4823140","Elkhart","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"harris-tx","4823164","El Lago","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"fayette-tx","4823176","Ellinger","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"maverick-tx","4823254","Elm Creek","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"bexar-tx","4823272","Elmendorf","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"wilson-tx","4823272","Elmendorf","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"starr-tx","4823278","El Mesquite","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"kaufman-tx","4823356","Elmo","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"starr-tx","4823398","E. Lopez","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"el-paso-tx","4824000","El Paso","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"starr-tx","4824013","El Quiote","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"starr-tx","4824015","El Rancho Vela","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"starr-tx","4824018","El Refugio","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"hidalgo-tx","4824036","Elsa","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"starr-tx","4824055","El Socio","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"smith-tx","4824158","Emerald Bay","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"navarro-tx","4824168","Emhouse","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"rains-tx","4824216","Emory","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"cameron-tx","4824223","Encantada-Ranchito-El Calaboz","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"henderson-tx","4824228","Enchanted Oaks","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"la-salle-tx","4824240","Encinal","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"brooks-tx","4824252","Encino","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"ellis-tx","4824348","Ennis","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"starr-tx","4824552","Escobares","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"hall-tx","4824636","Estelline","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"starr-tx","4824738","Eugenio Saenz","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"tarrant-tx","4824768","Euless","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"navarro-tx","4824816","Eureka","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"henderson-tx","4824828","Eustace","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"jasper-tx","4824840","Evadale","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"coryell-tx","4824864","Evant","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"hamilton-tx","4824864","Evant","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"starr-tx","4824894","Evergreen","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"tarrant-tx","4824912","Everman","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"el-paso-tx","4825032","Fabens","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"maverick-tx","4825038","Fabrica","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"fort-bend-tx","4825068","Fairchilds","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"freestone-tx","4825104","Fairfield","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"bexar-tx","4825168","Fair Oaks Ranch","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"comal-tx","4825168","Fair Oaks Ranch","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"kendall-tx","4825168","Fair Oaks Ranch","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"collin-tx","4825224","Fairview","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"starr-tx","4825338","Falconaire","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"starr-tx","4825344","Falcon Heights","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"zapata-tx","4825348","Falcon Lake Estates","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"zapata-tx","4825352","Falcon Mesa","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"starr-tx","4825356","Falcon Village","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"brooks-tx","4825368","Falfurrias","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"karnes-tx","4825392","Falls City","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"san-patricio-tx","4825397","Falman","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"jefferson-tx","4825404","Fannett","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"dallas-tx","4825452","Farmers Branch","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"collin-tx","4825488","Farmersville","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"ochiltree-tx","4825512","Farnsworth","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"parmer-tx","4825548","Farwell","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"rockwall-tx","4825572","Fate","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"fayette-tx","4825644","Fayetteville","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"starr-tx","4825744","Fernando Salinas","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"dallas-tx","4825752","Ferris","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"ellis-tx","4825752","Ferris","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"fort-bend-tx","4825795","Fifth Street","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"coryell-tx","4826004","Flat","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"fayette-tx","4826028","Flatonia","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"starr-tx","4826130","Flor del Rio","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"williamson-tx","4826136","Florence","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"wilson-tx","4826160","Floresville","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"brooks-tx","4826220","Flowella","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"denton-tx","4826232","Flower Mound","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"tarrant-tx","4826232","Flower Mound","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"floyd-tx","4826268","Floydada","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"scurry-tx","4826280","Fluvanna","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"lipscomb-tx","4826328","Follett","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"orange-tx","4826516","Forest Heights","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"tarrant-tx","4826544","Forest Hill","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"kaufman-tx","4826604","Forney","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"howard-tx","4826640","Forsan","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"el-paso-tx","4826664","Fort Bliss","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"bell-tx","4826666","Fort Cavazos","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"coryell-tx","4826666","Fort Cavazos","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"kinney-tx","4826680","Fort Clark Springs","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"jeff-davis-tx","4826688","Fort Davis","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"hudspeth-tx","4826724","Fort Hancock","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"pecos-tx","4826808","Fort Stockton","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"denton-tx","4827000","Fort Worth","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"johnson-tx","4827000","Fort Worth","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"parker-tx","4827000","Fort Worth","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"tarrant-tx","4827000","Fort Worth","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"wise-tx","4827000","Fort Worth","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"fort-bend-tx","4827102","Four Corners","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"webb-tx","4827124","Four Points","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"la-salle-tx","4827144","Fowlerton","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"robertson-tx","4827288","Franklin","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"anderson-tx","4827300","Frankston","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"henderson-tx","4827300","Frankston","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"gillespie-tx","4827348","Fredericksburg","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"brazoria-tx","4827420","Freeport","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"duval-tx","4827432","Freer","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"fort-bend-tx","4827540","Fresno","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"galveston-tx","4827648","Friendswood","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"harris-tx","4827648","Friendswood","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"parmer-tx","4827660","Friona","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"collin-tx","4827684","Frisco","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"denton-tx","4827684","Frisco","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"hutchinson-tx","4827696","Fritch","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"moore-tx","4827696","Fritch","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"starr-tx","4827744","Fronton","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"starr-tx","4827748","Fronton Ranchettes","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"navarro-tx","4827768","Frost","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"van-zandt-tx","4827804","Fruitvale","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"fort-bend-tx","4827876","Fulshear","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"aransas-tx","4827888","Fulton","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"borden-tx","4827972","Gail","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"cooke-tx","4827984","Gainesville","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"harris-tx","4827996","Galena Park","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"cherokee-tx","4828008","Gallatin","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"galveston-tx","4828068","Galveston","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"jackson-tx","4828080","Ganado","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"starr-tx","4828128","Garceno","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"starr-tx","4828152","Garciasville","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"glasscock-tx","4828176","Garden City","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"ector-tx","4828200","Gardendale","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"comal-tx","4828248","Garden Ridge","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"travis-tx","4828320","Garfield","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"collin-tx","4829000","Garland","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"dallas-tx","4829000","Garland","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"parker-tx","4829012","Garner","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"ellis-tx","4829036","Garrett","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"nacogdoches-tx","4829060","Garrison","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"colorado-tx","4829096","Garwood","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"panola-tx","4829108","Gary City","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"starr-tx","4829114","Garza-Salinas II","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"coryell-tx","4829168","Gatesville","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"milam-tx","4829216","Gause","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"williamson-tx","4829336","Georgetown","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"live-oak-tx","4829348","George West","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"guadalupe-tx","4829384","Geronimo","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"mclennan-tx","4829408","Gholson","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"lee-tx","4829432","Giddings","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"upshur-tx","4829564","Gilmer","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"kent-tx","4829612","Girard","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"gregg-tx","4829660","Gladewater","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"upshur-tx","4829660","Gladewater","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"hemphill-tx","4829732","Glazier","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"dallas-tx","4829840","Glenn Heights","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"ellis-tx","4829840","Glenn Heights","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"somervell-tx","4829876","Glen Rose","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"colorado-tx","4829912","Glidden","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"johnson-tx","4829972","Godley","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"ector-tx","4830044","Goldsmith","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"mills-tx","4830056","Goldthwaite","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"goliad-tx","4830080","Goliad","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"falls-tx","4830092","Golinda","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"mclennan-tx","4830092","Golinda","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"gonzales-tx","4830116","Gonzales","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"navarro-tx","4830188","Goodlow","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"polk-tx","4830224","Goodrich","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"palo-pinto-tx","4830272","Gordon","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"knox-tx","4830296","Goree","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"eastland-tx","4830308","Gorman","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"palo-pinto-tx","4830380","Graford","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"young-tx","4830392","Graham","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"hood-tx","4830416","Granbury","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"ward-tx","4830440","Grandfalls","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"dallas-tx","4830464","Grand Prairie","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"ellis-tx","4830464","Grand Prairie","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"johnson-tx","4830464","Grand Prairie","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"tarrant-tx","4830464","Grand Prairie","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"van-zandt-tx","4830476","Grand Saline","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"johnson-tx","4830512","Grandview","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"williamson-tx","4830548","Granger","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"montgomery-tx","4830560","Grangerland","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"burnet-tx","4830584","Granite Shoals","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"hidalgo-tx","4830608","Granjeno","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"tom-green-tx","4830629","Grape Creek","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"houston-tx","4830632","Grapeland","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"dallas-tx","4830644","Grapevine","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"denton-tx","4830644","Grapevine","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"tarrant-tx","4830644","Grapevine","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"kaufman-tx","4830752","Grays Prairie","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"cameron-tx","4830890","Green Valley Farms","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"hunt-tx","4830920","Greenville","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"san-patricio-tx","4831064","Gregory","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"bexar-tx","4831100","Grey Forest","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"limestone-tx","4831280","Groesbeck","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"carson-tx","4831292","Groom","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"jefferson-tx","4831328","Groves","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"trinity-tx","4831340","Groveton","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"hansford-tx","4831412","Gruver","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"starr-tx","4831442","Guadalupe Guerra","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"jim-hogg-tx","4831484","Guerra","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"henderson-tx","4831592","Gun Barrel City","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"grayson-tx","4831616","Gunter","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"comanche-tx","4831628","Gustine","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"king-tx","4831640","Guthrie","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"starr-tx","4831646","Gutierrez","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"denton-tx","4831715","Hackberry","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"hale-tx","4831820","Hale Center","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"lavaca-tx","4831868","Hallettsville","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"mclennan-tx","4831880","Hallsburg","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"harrison-tx","4831904","Hallsville","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"tarrant-tx","4831928","Haltom City","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"hamilton-tx","4831952","Hamilton","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"fisher-tx","4831964","Hamlin","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"jones-tx","4831964","Hamlin","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"jefferson-tx","4832012","Hamshire","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"randall-tx","4832156","Happy","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"swisher-tx","4832156","Happy","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"liberty-tx","4832240","Hardin","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"hidalgo-tx","4832246","Harding Gill Tract","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"hidalgo-tx","4832300","Hargill","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"bell-tx","4832312","Harker Heights","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"cameron-tx","4832372","Harlingen","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"gillespie-tx","4832456","Harper","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"wilbarger-tx","4832552","Harrold","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"castro-tx","4832576","Hart","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"hartley-tx","4832612","Hartley","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"haskell-tx","4832696","Haskell","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"denton-tx","4832720","Haslet","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"tarrant-tx","4832720","Haslet","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"hidalgo-tx","4832792","Havana","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"hunt-tx","4832810","Hawk Cove","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"wood-tx","4832816","Hawkins","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"jones-tx","4832840","Hawley","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"hays-tx","4832906","Hays","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"starr-tx","4832910","H. Cuellar Estates","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
