"county_id","place_geoid","community","local_pass","certification_status","live_provider_status"
"reeves-tx","4842874","Lindsay","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"erath-tx","4842880","Lingleville","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"hidalgo-tx","4842916","Linn","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"hood-tx","4842940","Lipan","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"lipscomb-tx","4842952","Lipscomb","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"orange-tx","4843000","Little Cypress","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"denton-tx","4843012","Little Elm","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"lamb-tx","4843024","Littlefield","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"bell-tx","4843066","Little River-Academy","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"bexar-tx","4843096","Live Oak","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"brazoria-tx","4843120","Liverpool","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"polk-tx","4843132","Livingston","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"llano-tx","4843144","Llano","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"hidalgo-tx","4843150","Llano Grande","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"wilbarger-tx","4843216","Lockett","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"caldwell-tx","4843240","Lockhart","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"floyd-tx","4843252","Lockney","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"henderson-tx","4843354","Log Cabin","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"jackson-tx","4843432","Lolita","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"zavala-tx","4843458","Loma Grande","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"san-patricio-tx","4843460","Loma Linda","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"jim-wells-tx","4843462","Loma Linda East","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"starr-tx","4843463","Loma Linda East","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"starr-tx","4843465","Loma Linda West","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"starr-tx","4843474","Loma Vista","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"lampasas-tx","4843516","Lometa","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"hunt-tx","4843636","Lone Oak","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"morris-tx","4843684","Lone Star","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"starr-tx","4843822","Longoria","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"gregg-tx","4843888","Longview","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"harrison-tx","4843888","Longview","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"gaines-tx","4843948","Loop","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"zapata-tx","4843960","Lope̱o","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"hidalgo-tx","4843972","Lopezville","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"mitchell-tx","4843996","Loraine","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"mclennan-tx","4844020","Lorena","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"crosby-tx","4844032","Lorenzo","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"webb-tx","4844038","Los Altos","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"starr-tx","4844044","Los Alvarez","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"willacy-tx","4844062","Los Angeles","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"webb-tx","4844072","Los Arcos","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"starr-tx","4844075","Los Arrieros","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"starr-tx","4844076","Los Barreras","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"webb-tx","4844077","Los Centenarios","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"webb-tx","4844079","Los Corralitos","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"hidalgo-tx","4844104","Los Ebanos","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"starr-tx","4844110","Los Ebanos","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"cameron-tx","4844116","Los Fresnos","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"webb-tx","4844120","Los Fresnos","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"webb-tx","4844123","Los Huisaches","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"cameron-tx","4844128","Los Indios","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"zapata-tx","4844142","Los Lobos","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"webb-tx","4844145","Los Minerales","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"webb-tx","4844146","Los Nopalitos","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"travis-tx","4844162","Lost Creek","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"webb-tx","4844167","Los Veteranos I","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"webb-tx","4844168","Los Veteranos II","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"dawson-tx","4844170","Los Ybanez","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"falls-tx","4844176","Lott","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"wharton-tx","4844212","Louise","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"houston-tx","4844260","Lovelady","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"young-tx","4844284","Loving","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"collin-tx","4844308","Lowry Crossing","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"cameron-tx","4844344","Lozano","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"lubbock-tx","4845000","Lubbock","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"collin-tx","4845012","Lucas","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"jones-tx","4845048","Lueders","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"shackelford-tx","4845048","Lueders","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"angelina-tx","4845072","Lufkin","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"caldwell-tx","4845096","Luling","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"guadalupe-tx","4845096","Luling","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"hardin-tx","4845120","Lumberton","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"willacy-tx","4845228","Lyford","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"burleson-tx","4845276","Lyons","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"atascosa-tx","4845288","Lytle","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"bexar-tx","4845288","Lytle","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"medina-tx","4845288","Lytle","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"henderson-tx","4845324","Mabank","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"kaufman-tx","4845324","Mabank","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"van-zandt-tx","4845324","Mabank","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"hidalgo-tx","4845384","McAllen","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"upton-tx","4845432","McCamey","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"fisher-tx","4845444","McCaulley","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"bastrop-tx","4845564","McDade","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"bexar-tx","4845576","Macdona","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"coryell-tx","4845672","McGregor","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"mclennan-tx","4845672","McGregor","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"collin-tx","4845744","McKinney","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"andrews-tx","4845750","McKinney Acres","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"gray-tx","4845780","McLean","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"kaufman-tx","4845804","McLendon-Chisholm","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"rockwall-tx","4845804","McLendon-Chisholm","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"cass-tx","4845816","McLeod","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"guadalupe-tx","4845948","McQueeney","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"madison-tx","4845996","Madisonville","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"montgomery-tx","4846056","Magnolia","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"calhoun-tx","4846080","Magnolia Beach","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"henderson-tx","4846224","Malakoff","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"hill-tx","4846260","Malone","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"travis-tx","4846308","Manchaca","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"travis-tx","4846440","Manor","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"ellis-tx","4846452","Mansfield","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"johnson-tx","4846452","Mansfield","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"tarrant-tx","4846452","Mansfield","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"starr-tx","4846492","Manuel Garcia","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"starr-tx","4846494","Manuel Garcia II","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"brazoria-tx","4846500","Manvel","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"brewster-tx","4846572","Marathon","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"burnet-tx","4846584","Marble Falls","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"presidio-tx","4846620","Marfa","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"cass-tx","4846668","Marietta","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"guadalupe-tx","4846692","Marion","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"matagorda-tx","4846716","Markham","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"falls-tx","4846740","Marlin","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"leon-tx","4846752","Marquez","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"harrison-tx","4846776","Marshall","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"limestone-tx","4846824","Mart","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"mclennan-tx","4846824","Mart","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"caldwell-tx","4846848","Martindale","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"starr-tx","4846854","Martinez","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"mason-tx","4846968","Mason","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"motley-tx","4847004","Matador","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"matagorda-tx","4847016","Matagorda","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"san-patricio-tx","4847040","Mathis","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"bowie-tx","4847088","Maud","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"orange-tx","4847100","Mauriceville","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"brown-tx","4847172","May","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"ellis-tx","4847268","Maypearl","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"terry-tx","4847316","Meadow","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"burnet-tx","4847330","Meadowlakes","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"fort-bend-tx","4847337","Meadows Place","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"zapata-tx","4847406","Medina","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"archer-tx","4847460","Megargel","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"collin-tx","4847496","Melissa","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"mcculloch-tx","4847568","Melvin","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"hall-tx","4847616","Memphis","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"menard-tx","4847628","Menard","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"loving-tx","4847676","Mentone","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"hidalgo-tx","4847700","Mercedes","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"bosque-tx","4847760","Meridian","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"taylor-tx","4847796","Merkel","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"hill-tx","4847820","Mertens","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"irion-tx","4847832","Mertzon","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"dallas-tx","4847892","Mesquite","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"kaufman-tx","4847892","Mesquite","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"starr-tx","4847898","Mesquite","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"limestone-tx","4847916","Mexia","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"roberts-tx","4847988","Miami","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"matagorda-tx","4848048","Midfield","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"martin-tx","4848072","Midland","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"midland-tx","4848072","Midland","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"ellis-tx","4848096","Midlothian","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"madison-tx","4848180","Midway","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"hidalgo-tx","4848272","Midway North","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"hidalgo-tx","4848280","Midway South","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"starr-tx","4848315","Miguel Barrera","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"starr-tx","4848318","Mikes","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"hidalgo-tx","4848320","Mila Doce","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"sabine-tx","4848324","Milam","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"milam-tx","4848336","Milano","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"navarro-tx","4848372","Mildred","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"runnels-tx","4848396","Miles","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"ellis-tx","4848408","Milford","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"titus-tx","4848478","Miller's Cove","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"parker-tx","4848564","Millsap","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"wood-tx","4848648","Mineola","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"palo-pinto-tx","4848684","Mineral Wells","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"parker-tx","4848684","Mineral Wells","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"palo-pinto-tx","4848720","Mingus","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"starr-tx","4848750","Mi Ranchito Estate","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"webb-tx","4848756","Mirando City","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"hidalgo-tx","4848768","Mission","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"fort-bend-tx","4848772","Mission Bend","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"harris-tx","4848772","Mission Bend","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"fort-bend-tx","4848804","Missouri City","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"harris-tx","4848804","Missouri City","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"wheeler-tx","4848852","Mobeetie","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"rockwall-tx","4848858","Mobile City","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"ward-tx","4848936","Monahans","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"winkler-tx","4848936","Monahans","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"montague-tx","4849032","Montague","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"chambers-tx","4849068","Mont Belvieu","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"liberty-tx","4849068","Mont Belvieu","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"hidalgo-tx","4849080","Monte Alto","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"montgomery-tx","4849128","Montgomery","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"mclennan-tx","4849200","Moody","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"frio-tx","4849224","Moore","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"henderson-tx","4849272","Moore Station","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"starr-tx","4849300","Moraida","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"zapata-tx","4849314","Morales-Sanchez","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"shackelford-tx","4849320","Moran","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"bosque-tx","4849356","Morgan","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"san-patricio-tx","4849359","Morgan Farm","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"chambers-tx","4849380","Morgan's Point","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"harris-tx","4849380","Morgan's Point","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"bell-tx","4849392","Morgan's Point Resort","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"el-paso-tx","4849411","Morning Glory","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"hansford-tx","4849440","Morse","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"cochran-tx","4849464","Morton","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"bosque-tx","4849512","Mosheim","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"lavaca-tx","4849560","Moulton","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"coryell-tx","4849572","Mound","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"hays-tx","4849600","Mountain City","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"hill-tx","4849692","Mount Calm","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"rusk-tx","4849728","Mount Enterprise","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"titus-tx","4849800","Mount Pleasant","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"franklin-tx","4849860","Mount Vernon","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"cooke-tx","4849932","Muenster","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"bailey-tx","4849968","Muleshoe","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"mills-tx","4849992","Mullin","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"knox-tx","4850040","Munday","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"hidalgo-tx","4850058","Muniz","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"henderson-tx","4850076","Murchison","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"hidalgo-tx","4850092","Murillo","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"collin-tx","4850100","Murphy","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"bastrop-tx","4850200","Mustang Ridge","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"caldwell-tx","4850200","Mustang Ridge","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"travis-tx","4850200","Mustang Ridge","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"cooke-tx","4850220","Myra","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"van-zandt-tx","4850232","Myrtle Springs","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"nacogdoches-tx","4850256","Nacogdoches","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"colorado-tx","4850268","Nada","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"morris-tx","4850316","Naples","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"starr-tx","4850322","Narciso Pena","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"bowie-tx","4850352","Nash","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"harris-tx","4850376","Nassau Bay","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"medina-tx","4850400","Natalia","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"navarro-tx","4850448","Navarro","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"brazos-tx","4850472","Navasota","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"grimes-tx","4850472","Navasota","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"castro-tx","4850496","Nazareth","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"anderson-tx","4850544","Neches","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"jefferson-tx","4850580","Nederland","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"fort-bend-tx","4850628","Needville","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"starr-tx","4850742","Netos","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"collin-tx","4850760","Nevada","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"tarrant-tx","4850772","Newark","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"wise-tx","4850772","Newark","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"guadalupe-tx","4850796","New Berlin","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"bowie-tx","4850808","New Boston","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"comal-tx","4850820","New Braunfels","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"guadalupe-tx","4850820","New Braunfels","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"young-tx","4850868","Newcastle","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"smith-tx","4850876","New Chapel Hill","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
"lubbock-tx","4850916","New Deal","true","CONDITIONAL","NEEDS_LIVE_PROVIDER_CONFIRMATION"
