county_fips,county_id,canonical_key,consumer_label,identity_type,multi_county,canonical_activation,downstream_county_convergence
48121,denton-tx,place-4840516,"Lake Dallas",PLACE_GEOID,false,CERTIFIED,CERTIFIED
48121,denton-tx,place-4841050,"Lakewood Village",PLACE_GEOID,false,CERTIFIED,CERTIFIED
48121,denton-tx,place-4841404,"Lantana",PLACE_GEOID,false,CERTIFIED,CERTIFIED
48121,denton-tx,place-4842508,"Lewisville",PLACE_GEOID,true,REQUIRES OWNER BROWSER ACCEPTANCE,REQUIRES OWNER BROWSER ACCEPTANCE
48121,denton-tx,place-4843012,"Little Elm",PLACE_GEOID,false,CERTIFIED,CERTIFIED
48121,denton-tx,place-4850920,"New Fairview",PLACE_GEOID,true,REQUIRES OWNER BROWSER ACCEPTANCE,REQUIRES OWNER BROWSER ACCEPTANCE
48121,denton-tx,place-4852212,"Northlake",PLACE_GEOID,false,CERTIFIED,CERTIFIED
48121,denton-tx,place-4853130,"Oak Point",PLACE_GEOID,false,CERTIFIED,CERTIFIED
48121,denton-tx,place-4854868,"Paloma Creek",PLACE_GEOID,false,CERTIFIED,CERTIFIED
48121,denton-tx,place-4854872,"Paloma Creek South",PLACE_GEOID,false,CERTIFIED,CERTIFIED
48121,denton-tx,place-4857476,"Pilot Point",PLACE_GEOID,true,REQUIRES OWNER BROWSER ACCEPTANCE,REQUIRES OWNER BROWSER ACCEPTANCE
48121,denton-tx,place-4858016,"Plano",PLACE_GEOID,true,REQUIRES OWNER BROWSER ACCEPTANCE,REQUIRES OWNER BROWSER ACCEPTANCE
48121,denton-tx,place-4858664,"Ponder",PLACE_GEOID,false,CERTIFIED,CERTIFIED
48121,denton-tx,place-4859696,"Prosper",PLACE_GEOID,true,REQUIRES OWNER BROWSER ACCEPTANCE,REQUIRES OWNER BROWSER ACCEPTANCE
48121,denton-tx,place-4859748,"Providence Village",PLACE_GEOID,false,CERTIFIED,CERTIFIED
48121,denton-tx,place-4862504,"Roanoke",PLACE_GEOID,true,REQUIRES OWNER BROWSER ACCEPTANCE,REQUIRES OWNER BROWSER ACCEPTANCE
48121,denton-tx,place-4865408,"Sanger",PLACE_GEOID,true,REQUIRES OWNER BROWSER ACCEPTANCE,REQUIRES OWNER BROWSER ACCEPTANCE
48121,denton-tx,place-4866000,"Savannah",PLACE_GEOID,false,CERTIFIED,CERTIFIED
48121,denton-tx,place-4867100,"Shady Shores",PLACE_GEOID,false,CERTIFIED,CERTIFIED
48121,denton-tx,place-4869032,"Southlake",PLACE_GEOID,true,REQUIRES OWNER BROWSER ACCEPTANCE,REQUIRES OWNER BROWSER ACCEPTANCE
48121,denton-tx,place-4872530,"The Colony",PLACE_GEOID,false,CERTIFIED,CERTIFIED
48121,denton-tx,place-4873710,"Trophy Club",PLACE_GEOID,true,REQUIRES OWNER BROWSER ACCEPTANCE,REQUIRES OWNER BROWSER ACCEPTANCE
48121,denton-tx,place-4877620,"Westlake",PLACE_GEOID,true,REQUIRES OWNER BROWSER ACCEPTANCE,REQUIRES OWNER BROWSER ACCEPTANCE
48123,dewitt-tx,place-4818092,"Cuero",PLACE_GEOID,false,CERTIFIED,CERTIFIED
48123,dewitt-tx,place-4851792,"Nordheim",PLACE_GEOID,false,CERTIFIED,CERTIFIED
48123,dewitt-tx,place-4880560,"Yoakum",PLACE_GEOID,true,REQUIRES OWNER BROWSER ACCEPTANCE,REQUIRES OWNER BROWSER ACCEPTANCE
48123,dewitt-tx,place-4880584,"Yorktown",PLACE_GEOID,false,CERTIFIED,CERTIFIED
48125,dickens-tx,place-4820332,"Dickens",PLACE_GEOID,false,CERTIFIED,CERTIFIED
48125,dickens-tx,place-4869848,"Spur",PLACE_GEOID,false,CERTIFIED,CERTIFIED
48127,dimmit-tx,place-4804300,"Asherton",PLACE_GEOID,false,CERTIFIED,CERTIFIED
48127,dimmit-tx,place-4808260,"Big Wells",PLACE_GEOID,false,CERTIFIED,CERTIFIED
48127,dimmit-tx,place-4810852,"Brundage",PLACE_GEOID,false,CERTIFIED,CERTIFIED
48127,dimmit-tx,place-4812982,"Carrizo Hill",PLACE_GEOID,false,CERTIFIED,CERTIFIED
48127,dimmit-tx,place-4812988,"Carrizo Springs",PLACE_GEOID,false,CERTIFIED,CERTIFIED
48127,dimmit-tx,place-4813324,"Catarina",PLACE_GEOID,false,CERTIFIED,CERTIFIED
48129,donley-tx,place-4815112,"Clarendon",PLACE_GEOID,false,CERTIFIED,CERTIFIED
48129,donley-tx,place-4833044,"Hedley",PLACE_GEOID,false,CERTIFIED,CERTIFIED
48129,donley-tx,place-4835072,"Howardwick",PLACE_GEOID,false,CERTIFIED,CERTIFIED
48129,donley-tx,place-4842244,"Lelia Lake",PLACE_GEOID,false,CERTIFIED,CERTIFIED
48131,duval-tx,place-4807528,"Benavides",PLACE_GEOID,false,CERTIFIED,CERTIFIED
48131,duval-tx,place-4816300,"Concepcion",PLACE_GEOID,false,CERTIFIED,CERTIFIED
48131,duval-tx,place-4827432,"Freer",PLACE_GEOID,false,CERTIFIED,CERTIFIED
48131,duval-tx,place-4860932,"Realitos",PLACE_GEOID,false,CERTIFIED,CERTIFIED
48131,duval-tx,place-4865180,"San Diego",PLACE_GEOID,true,REQUIRES OWNER BROWSER ACCEPTANCE,REQUIRES OWNER BROWSER ACCEPTANCE
48133,eastland-tx,place-4812736,"Carbon",PLACE_GEOID,false,CERTIFIED,CERTIFIED
48133,eastland-tx,place-4815004,"Cisco",PLACE_GEOID,false,CERTIFIED,CERTIFIED
48133,eastland-tx,place-4822132,"Eastland",PLACE_GEOID,false,CERTIFIED,CERTIFIED
48133,eastland-tx,place-4830308,"Gorman",PLACE_GEOID,false,CERTIFIED,CERTIFIED
48133,eastland-tx,place-4860632,"Ranger",PLACE_GEOID,false,CERTIFIED,CERTIFIED
48133,eastland-tx,place-4862252,"Rising Star",PLACE_GEOID,false,CERTIFIED,CERTIFIED
48135,ector-tx,place-4828200,"Gardendale",PLACE_GEOID,false,CERTIFIED,CERTIFIED
48135,ector-tx,place-4830044,"Goldsmith",PLACE_GEOID,false,CERTIFIED,CERTIFIED
48135,ector-tx,place-4853388,"Odessa",PLACE_GEOID,true,REQUIRES OWNER BROWSER ACCEPTANCE,REQUIRES OWNER BROWSER ACCEPTANCE
48135,ector-tx,place-4877728,"West Odessa",PLACE_GEOID,false,CERTIFIED,CERTIFIED
48137,edwards-tx,place-4805648,"Barksdale",PLACE_GEOID,false,CERTIFIED,CERTIFIED
48137,edwards-tx,place-4862816,"Rocksprings",PLACE_GEOID,false,CERTIFIED,CERTIFIED
48139,ellis-tx,place-4802044,"Alma",PLACE_GEOID,false,CERTIFIED,CERTIFIED
48139,ellis-tx,place-4805612,"Bardwell",PLACE_GEOID,false,CERTIFIED,CERTIFIED
48139,ellis-tx,place-4810336,"Bristol",PLACE_GEOID,false,CERTIFIED,CERTIFIED
48139,ellis-tx,place-4813492,"Cedar Hill",PLACE_GEOID,true,REQUIRES OWNER BROWSER ACCEPTANCE,REQUIRES OWNER BROWSER ACCEPTANCE
48139,ellis-tx,place-4824348,"Ennis",PLACE_GEOID,false,CERTIFIED,CERTIFIED
48139,ellis-tx,place-4825752,"Ferris",PLACE_GEOID,true,REQUIRES OWNER BROWSER ACCEPTANCE,REQUIRES OWNER BROWSER ACCEPTANCE
48139,ellis-tx,place-4829036,"Garrett",PLACE_GEOID,false,CERTIFIED,CERTIFIED
48139,ellis-tx,place-4829840,"Glenn Heights",PLACE_GEOID,true,REQUIRES OWNER BROWSER ACCEPTANCE,REQUIRES OWNER BROWSER ACCEPTANCE
48139,ellis-tx,place-4830464,"Grand Prairie",PLACE_GEOID,true,REQUIRES OWNER BROWSER ACCEPTANCE,REQUIRES OWNER BROWSER ACCEPTANCE
48139,ellis-tx,place-4837072,"Italy",PLACE_GEOID,false,CERTIFIED,CERTIFIED
48139,ellis-tx,place-4846452,"Mansfield",PLACE_GEOID,true,REQUIRES OWNER BROWSER ACCEPTANCE,REQUIRES OWNER BROWSER ACCEPTANCE
48139,ellis-tx,place-4847268,"Maypearl",PLACE_GEOID,false,CERTIFIED,CERTIFIED
48139,ellis-tx,place-4848096,"Midlothian",PLACE_GEOID,false,CERTIFIED,CERTIFIED
48139,ellis-tx,place-4848408,"Milford",PLACE_GEOID,false,CERTIFIED,CERTIFIED
48139,ellis-tx,place-4853115,"Oak Leaf",PLACE_GEOID,false,CERTIFIED,CERTIFIED
48139,ellis-tx,place-4854444,"Ovilla",PLACE_GEOID,true,REQUIRES OWNER BROWSER ACCEPTANCE,REQUIRES OWNER BROWSER ACCEPTANCE
48139,ellis-tx,place-4854744,"Palmer",PLACE_GEOID,false,CERTIFIED,CERTIFIED
48139,ellis-tx,place-4856485,"Pecan Hill",PLACE_GEOID,false,CERTIFIED,CERTIFIED
48139,ellis-tx,place-4861196,"Red Oak",PLACE_GEOID,false,CERTIFIED,CERTIFIED
48139,ellis-tx,place-4875236,"Venus",PLACE_GEOID,true,REQUIRES OWNER BROWSER ACCEPTANCE,REQUIRES OWNER BROWSER ACCEPTANCE
48139,ellis-tx,place-4876816,"Waxahachie",PLACE_GEOID,false,CERTIFIED,CERTIFIED
48141,el-paso-tx,place-4801390,"Agua Dulce",PLACE_GEOID,false,CERTIFIED,CERTIFIED
48141,el-paso-tx,place-4803432,"Anthony",PLACE_GEOID,false,CERTIFIED,CERTIFIED
48141,el-paso-tx,place-4811626,"Butterfield",PLACE_GEOID,false,CERTIFIED,CERTIFIED
48141,el-paso-tx,place-4812508,"Canutillo",PLACE_GEOID,false,CERTIFIED,CERTIFIED
48141,el-paso-tx,place-4815544,"Clint",PLACE_GEOID,false,CERTIFIED,CERTIFIED
48141,el-paso-tx,place-4824000,"El Paso",PLACE_GEOID,false,CERTIFIED,CERTIFIED
48141,el-paso-tx,place-4825032,"Fabens",PLACE_GEOID,false,CERTIFIED,CERTIFIED
48141,el-paso-tx,place-4826664,"Fort Bliss",PLACE_GEOID,false,CERTIFIED,CERTIFIED
48141,el-paso-tx,place-4834671,"Homestead Meadows North",PLACE_GEOID,false,CERTIFIED,CERTIFIED
48141,el-paso-tx,place-4834673,"Homestead Meadows South",PLACE_GEOID,false,CERTIFIED,CERTIFIED
48141,el-paso-tx,place-4834832,"Horizon City",PLACE_GEOID,false,CERTIFIED,CERTIFIED
48141,el-paso-tx,place-4849411,"Morning Glory",PLACE_GEOID,false,CERTIFIED,CERTIFIED
48141,el-paso-tx,place-4859210,"Prado Verde",PLACE_GEOID,false,CERTIFIED,CERTIFIED
48141,el-paso-tx,place-4865360,"San Elizario",PLACE_GEOID,false,CERTIFIED,CERTIFIED
48141,el-paso-tx,place-4868636,"Socorro",PLACE_GEOID,false,CERTIFIED,CERTIFIED
48141,el-paso-tx,place-4869432,"Sparks",PLACE_GEOID,false,CERTIFIED,CERTIFIED
48141,el-paso-tx,place-4873376,"Tornillo",PLACE_GEOID,false,CERTIFIED,CERTIFIED
48141,el-paso-tx,place-4875668,"Vinton",PLACE_GEOID,false,CERTIFIED,CERTIFIED
48141,el-paso-tx,place-4878016,"Westway",PLACE_GEOID,false,CERTIFIED,CERTIFIED
48143,erath-tx,place-4808932,"Bluff Dale",PLACE_GEOID,false,CERTIFIED,CERTIFIED
48143,erath-tx,place-4821484,"Dublin",PLACE_GEOID,false,CERTIFIED,CERTIFIED
48143,erath-tx,place-4833548,"Hico",PLACE_GEOID,true,REQUIRES OWNER BROWSER ACCEPTANCE,REQUIRES OWNER BROWSER ACCEPTANCE
48143,erath-tx,place-4835204,"Huckabay",PLACE_GEOID,false,CERTIFIED,CERTIFIED
48143,erath-tx,place-4842880,"Lingleville",PLACE_GEOID,false,CERTIFIED,CERTIFIED
48143,erath-tx,place-4870208,"Stephenville",PLACE_GEOID,false,CERTIFIED,CERTIFIED
48145,falls-tx,place-4810828,"Bruceville-Eddy",PLACE_GEOID,true,REQUIRES OWNER BROWSER ACCEPTANCE,REQUIRES OWNER BROWSER ACCEPTANCE
48145,falls-tx,place-4814692,"Chilton",PLACE_GEOID,false,CERTIFIED,CERTIFIED
48145,falls-tx,place-4830092,"Golinda",PLACE_GEOID,true,REQUIRES OWNER BROWSER ACCEPTANCE,REQUIRES OWNER BROWSER ACCEPTANCE
48145,falls-tx,place-4844176,"Lott",PLACE_GEOID,false,CERTIFIED,CERTIFIED
48145,falls-tx,place-4846740,"Marlin",PLACE_GEOID,false,CERTIFIED,CERTIFIED
48145,falls-tx,place-4863188,"Rosebud",PLACE_GEOID,false,CERTIFIED,CERTIFIED
48147,fannin-tx,place-4805264,"Bailey",PLACE_GEOID,false,CERTIFIED,CERTIFIED
48147,fannin-tx,place-4809328,"Bonham",PLACE_GEOID,false,CERTIFIED,CERTIFIED
48147,fannin-tx,place-4820680,"Dodd City",PLACE_GEOID,false,CERTIFIED,CERTIFIED
48147,fannin-tx,place-4822516,"Ector",PLACE_GEOID,false,CERTIFIED,CERTIFIED
48147,fannin-tx,place-4834700,"Honey Grove",PLACE_GEOID,false,CERTIFIED,CERTIFIED
48147,fannin-tx,place-4840180,"Ladonia",PLACE_GEOID,false,CERTIFIED,CERTIFIED
48147,fannin-tx,place-4842352,"Leonard",PLACE_GEOID,false,CERTIFIED,CERTIFIED
48147,fannin-tx,place-4856468,"Pecan Gap",PLACE_GEOID,true,REQUIRES OWNER BROWSER ACCEPTANCE,REQUIRES OWNER BROWSER ACCEPTANCE
48147,fannin-tx,place-4860752,"Ravenna",PLACE_GEOID,false,CERTIFIED,CERTIFIED
48147,fannin-tx,place-4866008,"Savoy",PLACE_GEOID,false,CERTIFIED,CERTIFIED
48147,fannin-tx,place-4873592,"Trenton",PLACE_GEOID,true,REQUIRES OWNER BROWSER ACCEPTANCE,REQUIRES OWNER BROWSER ACCEPTANCE
48147,fannin-tx,place-4878628,"Whitewright",PLACE_GEOID,true,REQUIRES OWNER BROWSER ACCEPTANCE,REQUIRES OWNER BROWSER ACCEPTANCE
48147,fannin-tx,place-4879684,"Windom",PLACE_GEOID,false,CERTIFIED,CERTIFIED
48149,fayette-tx,place-4812916,"Carmine",PLACE_GEOID,false,CERTIFIED,CERTIFIED
48149,fayette-tx,place-4823176,"Ellinger",PLACE_GEOID,false,CERTIFIED,CERTIFIED
48149,fayette-tx,place-4825644,"Fayetteville",PLACE_GEOID,false,CERTIFIED,CERTIFIED
48149,fayette-tx,place-4826028,"Flatonia",PLACE_GEOID,false,CERTIFIED,CERTIFIED
48149,fayette-tx,place-4840276,"La Grange",PLACE_GEOID,false,CERTIFIED,CERTIFIED
48149,fayette-tx,place-4858436,"Plum",PLACE_GEOID,false,CERTIFIED,CERTIFIED
48149,fayette-tx,place-4863524,"Round Top",PLACE_GEOID,false,CERTIFIED,CERTIFIED
48149,fayette-tx,place-4866188,"Schulenburg",PLACE_GEOID,false,CERTIFIED,CERTIFIED
48151,fisher-tx,place-4831964,"Hamlin",PLACE_GEOID,true,REQUIRES OWNER BROWSER ACCEPTANCE,REQUIRES OWNER BROWSER ACCEPTANCE
48151,fisher-tx,place-4845444,"McCaulley",PLACE_GEOID,false,CERTIFIED,CERTIFIED
48151,fisher-tx,place-4862612,"Roby",PLACE_GEOID,false,CERTIFIED,CERTIFIED
48151,fisher-tx,place-4863464,"Rotan",PLACE_GEOID,false,CERTIFIED,CERTIFIED
48151,fisher-tx,place-4871636,"Sylvester",PLACE_GEOID,false,CERTIFIED,CERTIFIED
48153,floyd-tx,place-4826268,"Floydada",PLACE_GEOID,false,CERTIFIED,CERTIFIED
48153,floyd-tx,place-4843252,"Lockney",PLACE_GEOID,false,CERTIFIED,CERTIFIED
48155,foard-tx,place-4817948,"Crowell",PLACE_GEOID,false,CERTIFIED,CERTIFIED
48157,fort-bend-tx,place-4803708,"Arcola",PLACE_GEOID,false,CERTIFIED,CERTIFIED
48157,fort-bend-tx,place-4806272,"Beasley",PLACE_GEOID,false,CERTIFIED,CERTIFIED
48157,fort-bend-tx,place-4814929,"Cinco Ranch",PLACE_GEOID,true,REQUIRES OWNER BROWSER ACCEPTANCE,REQUIRES OWNER BROWSER ACCEPTANCE
48157,fort-bend-tx,place-4818134,"Cumings",PLACE_GEOID,false,CERTIFIED,CERTIFIED
48157,fort-bend-tx,place-4825068,"Fairchilds",PLACE_GEOID,false,CERTIFIED,CERTIFIED
48157,fort-bend-tx,place-4825795,"Fifth Street",PLACE_GEOID,false,CERTIFIED,CERTIFIED
48157,fort-bend-tx,place-4827102,"Four Corners",PLACE_GEOID,false,CERTIFIED,CERTIFIED
48157,fort-bend-tx,place-4827540,"Fresno",PLACE_GEOID,false,CERTIFIED,CERTIFIED
48157,fort-bend-tx,place-4827876,"Fulshear",PLACE_GEOID,false,CERTIFIED,CERTIFIED
48157,fort-bend-tx,place-4835000,"Houston",PLACE_GEOID,true,REQUIRES OWNER BROWSER ACCEPTANCE,REQUIRES OWNER BROWSER ACCEPTANCE
48157,fort-bend-tx,place-4838476,"Katy",PLACE_GEOID,true,REQUIRES OWNER BROWSER ACCEPTANCE,REQUIRES OWNER BROWSER ACCEPTANCE
48157,fort-bend-tx,place-4838848,"Kendleton",PLACE_GEOID,false,CERTIFIED,CERTIFIED
48157,fort-bend-tx,place-4847337,"Meadows Place",PLACE_GEOID,false,CERTIFIED,CERTIFIED
48157,fort-bend-tx,place-4848772,"Mission Bend",PLACE_GEOID,true,REQUIRES OWNER BROWSER ACCEPTANCE,REQUIRES OWNER BROWSER ACCEPTANCE
48157,fort-bend-tx,place-4848804,"Missouri City",PLACE_GEOID,true,REQUIRES OWNER BROWSER ACCEPTANCE,REQUIRES OWNER BROWSER ACCEPTANCE
48157,fort-bend-tx,place-4850628,"Needville",PLACE_GEOID,false,CERTIFIED,CERTIFIED
48157,fort-bend-tx,place-4854192,"Orchard",PLACE_GEOID,false,CERTIFIED,CERTIFIED
48157,fort-bend-tx,place-4856348,"Pearland",PLACE_GEOID,true,REQUIRES OWNER BROWSER ACCEPTANCE,REQUIRES OWNER BROWSER ACCEPTANCE
48157,fort-bend-tx,place-4856482,"Pecan Grove",PLACE_GEOID,false,CERTIFIED,CERTIFIED
48157,fort-bend-tx,place-4858088,"Pleak",PLACE_GEOID,false,CERTIFIED,CERTIFIED
48157,fort-bend-tx,place-4861892,"Richmond",PLACE_GEOID,false,CERTIFIED,CERTIFIED
48157,fort-bend-tx,place-4863284,"Rosenberg",PLACE_GEOID,false,CERTIFIED,CERTIFIED
48157,fort-bend-tx,place-4867763,"Sienna",PLACE_GEOID,false,CERTIFIED,CERTIFIED
48157,fort-bend-tx,place-4867964,"Simonton",PLACE_GEOID,false,CERTIFIED,CERTIFIED
48157,fort-bend-tx,place-4869908,"Stafford",PLACE_GEOID,true,REQUIRES OWNER BROWSER ACCEPTANCE,REQUIRES OWNER BROWSER ACCEPTANCE
48157,fort-bend-tx,place-4870808,"Sugar Land",PLACE_GEOID,false,CERTIFIED,CERTIFIED
48157,fort-bend-tx,place-4872740,"Thompsons",PLACE_GEOID,false,CERTIFIED,CERTIFIED
48157,fort-bend-tx,place-4877746,"Weston Lakes",PLACE_GEOID,false,CERTIFIED,CERTIFIED
48159,franklin-tx,place-4849860,"Mount Vernon",PLACE_GEOID,false,CERTIFIED,CERTIFIED
48159,franklin-tx,place-4879816,"Winnsboro",PLACE_GEOID,true,REQUIRES OWNER BROWSER ACCEPTANCE,REQUIRES OWNER BROWSER ACCEPTANCE
48161,freestone-tx,place-4825104,"Fairfield",PLACE_GEOID,false,CERTIFIED,CERTIFIED
48161,freestone-tx,place-4839520,"Kirvin",PLACE_GEOID,false,CERTIFIED,CERTIFIED
48161,freestone-tx,place-4853232,"Oakwood",PLACE_GEOID,true,REQUIRES OWNER BROWSER ACCEPTANCE,REQUIRES OWNER BROWSER ACCEPTANCE
48161,freestone-tx,place-4870604,"Streetman",PLACE_GEOID,true,REQUIRES OWNER BROWSER ACCEPTANCE,REQUIRES OWNER BROWSER ACCEPTANCE
48161,freestone-tx,place-4872020,"Teague",PLACE_GEOID,false,CERTIFIED,CERTIFIED
48161,freestone-tx,place-4880296,"Wortham",PLACE_GEOID,false,CERTIFIED,CERTIFIED
48163,frio-tx,place-4808164,"Bigfoot",PLACE_GEOID,false,CERTIFIED,CERTIFIED
48163,frio-tx,place-4820428,"Dilley",PLACE_GEOID,false,CERTIFIED,CERTIFIED
48163,frio-tx,place-4834130,"Hilltop",PLACE_GEOID,false,CERTIFIED,CERTIFIED
48163,frio-tx,place-4849224,"Moore",PLACE_GEOID,false,CERTIFIED,CERTIFIED
48163,frio-tx,place-4852302,"North Pearsall",PLACE_GEOID,false,CERTIFIED,CERTIFIED
48163,frio-tx,place-4856384,"Pearsall",PLACE_GEOID,false,CERTIFIED,CERTIFIED
48165,gaines-tx,place-4819984,"Denver City",PLACE_GEOID,true,REQUIRES OWNER BROWSER ACCEPTANCE,REQUIRES OWNER BROWSER ACCEPTANCE
48165,gaines-tx,place-4843948,"Loop",PLACE_GEOID,false,CERTIFIED,CERTIFIED
48165,gaines-tx,place-4866440,"Seagraves",PLACE_GEOID,false,CERTIFIED,CERTIFIED
48165,gaines-tx,place-4866764,"Seminole",PLACE_GEOID,false,CERTIFIED,CERTIFIED
48167,galveston-tx,place-4805180,"Bacliff",PLACE_GEOID,false,CERTIFIED,CERTIFIED
48167,galveston-tx,place-4806060,"Bayou Vista",PLACE_GEOID,false,CERTIFIED,CERTIFIED
48167,galveston-tx,place-4809250,"Bolivar Peninsula",PLACE_GEOID,false,CERTIFIED,CERTIFIED
48167,galveston-tx,place-4815328,"Clear Lake Shores",PLACE_GEOID,false,CERTIFIED,CERTIFIED
48167,galveston-tx,place-4820344,"Dickinson",PLACE_GEOID,false,CERTIFIED,CERTIFIED
48167,galveston-tx,place-4827648,"Friendswood",PLACE_GEOID,true,REQUIRES OWNER BROWSER ACCEPTANCE,REQUIRES OWNER BROWSER ACCEPTANCE
48167,galveston-tx,place-4828068,"Galveston",PLACE_GEOID,false,CERTIFIED,CERTIFIED
48167,galveston-tx,place-4834220,"Hitchcock",PLACE_GEOID,false,CERTIFIED,CERTIFIED
48167,galveston-tx,place-4837252,"Jamaica Beach",PLACE_GEOID,false,CERTIFIED,CERTIFIED
48167,galveston-tx,place-4838776,"Kemah",PLACE_GEOID,false,CERTIFIED,CERTIFIED
48167,galveston-tx,place-4841116,"La Marque",PLACE_GEOID,false,CERTIFIED,CERTIFIED
48167,galveston-tx,place-4841980,"League City",PLACE_GEOID,true,REQUIRES OWNER BROWSER ACCEPTANCE,REQUIRES OWNER BROWSER ACCEPTANCE
48167,galveston-tx,place-4865564,"San Leon",PLACE_GEOID,false,CERTIFIED,CERTIFIED
48167,galveston-tx,place-4865726,"Santa Fe",PLACE_GEOID,false,CERTIFIED,CERTIFIED
48167,galveston-tx,place-4872392,"Texas City",PLACE_GEOID,true,REQUIRES OWNER BROWSER ACCEPTANCE,REQUIRES OWNER BROWSER ACCEPTANCE
48167,galveston-tx,place-4872989,"Tiki Island",PLACE_GEOID,false,CERTIFIED,CERTIFIED
48169,garza-tx,place-4859012,"Post",PLACE_GEOID,false,CERTIFIED,CERTIFIED
48171,gillespie-tx,place-4827348,"Fredericksburg",PLACE_GEOID,false,CERTIFIED,CERTIFIED
48171,gillespie-tx,place-4832456,"Harper",PLACE_GEOID,false,CERTIFIED,CERTIFIED
48171,gillespie-tx,place-4870460,"Stonewall",PLACE_GEOID,false,CERTIFIED,CERTIFIED
48173,glasscock-tx,place-4828176,"Garden City",PLACE_GEOID,false,CERTIFIED,CERTIFIED
48175,goliad-tx,place-4830080,"Goliad",PLACE_GEOID,false,CERTIFIED,CERTIFIED
48177,gonzales-tx,place-4830116,"Gonzales",PLACE_GEOID,false,CERTIFIED,CERTIFIED
48177,gonzales-tx,place-4851588,"Nixon",PLACE_GEOID,true,REQUIRES OWNER BROWSER ACCEPTANCE,REQUIRES OWNER BROWSER ACCEPTANCE
48177,gonzales-tx,place-4868300,"Smiley",PLACE_GEOID,false,CERTIFIED,CERTIFIED
48177,gonzales-tx,place-4876024,"Waelder",PLACE_GEOID,false,CERTIFIED,CERTIFIED
48179,gray-tx,place-4801612,"Alanreed",PLACE_GEOID,false,CERTIFIED,CERTIFIED
48179,gray-tx,place-4842148,"Lefors",PLACE_GEOID,false,CERTIFIED,CERTIFIED
48179,gray-tx,place-4845780,"McLean",PLACE_GEOID,false,CERTIFIED,CERTIFIED
48179,gray-tx,place-4854912,"Pampa",PLACE_GEOID,false,CERTIFIED,CERTIFIED
48181,grayson-tx,place-4807420,"Bells",PLACE_GEOID,false,CERTIFIED,CERTIFIED
48181,grayson-tx,place-4816036,"Collinsville",PLACE_GEOID,false,CERTIFIED,CERTIFIED
48181,grayson-tx,place-4819900,"Denison",PLACE_GEOID,false,CERTIFIED,CERTIFIED
48181,grayson-tx,place-4820932,"Dorchester",PLACE_GEOID,false,CERTIFIED,CERTIFIED
48181,grayson-tx,place-4831616,"Gunter",PLACE_GEOID,false,CERTIFIED,CERTIFIED
48181,grayson-tx,place-4835084,"Howe",PLACE_GEOID,false,CERTIFIED,CERTIFIED
48181,grayson-tx,place-4839680,"Knollwood",PLACE_GEOID,false,CERTIFIED,CERTIFIED
48181,grayson-tx,place-4857476,"Pilot Point",PLACE_GEOID,true,REQUIRES OWNER BROWSER ACCEPTANCE,REQUIRES OWNER BROWSER ACCEPTANCE
48181,grayson-tx,place-4859132,"Pottsboro",PLACE_GEOID,false,CERTIFIED,CERTIFIED
48181,grayson-tx,place-4859420,"Preston",PLACE_GEOID,false,CERTIFIED,CERTIFIED
48181,grayson-tx,place-4864088,"Sadler",PLACE_GEOID,false,CERTIFIED,CERTIFIED
48181,grayson-tx,place-4867496,"Sherman",PLACE_GEOID,false,CERTIFIED,CERTIFIED
48181,grayson-tx,place-4867554,"Sherwood Shores",PLACE_GEOID,false,CERTIFIED,CERTIFIED
48181,grayson-tx,place-4869104,"Southmayd",PLACE_GEOID,false,CERTIFIED,CERTIFIED
48181,grayson-tx,place-4873112,"Tioga",PLACE_GEOID,false,CERTIFIED,CERTIFIED
48181,grayson-tx,place-4873328,"Tom Bean",PLACE_GEOID,false,CERTIFIED,CERTIFIED
48181,grayson-tx,place-4873592,"Trenton",PLACE_GEOID,true,REQUIRES OWNER BROWSER ACCEPTANCE,REQUIRES OWNER BROWSER ACCEPTANCE
48181,grayson-tx,place-4874924,"Van Alstyne",PLACE_GEOID,true,REQUIRES OWNER BROWSER ACCEPTANCE,REQUIRES OWNER BROWSER ACCEPTANCE
48181,grayson-tx,place-4878532,"Whitesboro",PLACE_GEOID,false,CERTIFIED,CERTIFIED
48181,grayson-tx,place-4878628,"Whitewright",PLACE_GEOID,true,REQUIRES OWNER BROWSER ACCEPTANCE,REQUIRES OWNER BROWSER ACCEPTANCE
48183,gregg-tx,place-4815172,"Clarksville City",PLACE_GEOID,true,REQUIRES OWNER BROWSER ACCEPTANCE,REQUIRES OWNER BROWSER ACCEPTANCE
48183,gregg-tx,place-4822168,"East Mountain",PLACE_GEOID,true,REQUIRES OWNER BROWSER ACCEPTANCE,REQUIRES OWNER BROWSER ACCEPTANCE
48183,gregg-tx,place-4822192,"Easton",PLACE_GEOID,true,REQUIRES OWNER BROWSER ACCEPTANCE,REQUIRES OWNER BROWSER ACCEPTANCE
48183,gregg-tx,place-4829660,"Gladewater",PLACE_GEOID,true,REQUIRES OWNER BROWSER ACCEPTANCE,REQUIRES OWNER BROWSER ACCEPTANCE
48183,gregg-tx,place-4839124,"Kilgore",PLACE_GEOID,true,REQUIRES OWNER BROWSER ACCEPTANCE,REQUIRES OWNER BROWSER ACCEPTANCE
